###,Interog8,v2.1
USR,20140402092203+1000,mtg_wap_1131ag_3,pmon.netdev
SNO,20140402092203+1000,mtg_wap_1131ag_3,FGL1642V0B0
IPA,20140402092203+1000,mtg_wap_1131ag_3,10.5.1.237
MOD,20140402092203+1000,mtg_wap_1131ag_3,CiscoAironet1130Series(IEEE802.11a/g)AccessPoint
