###,Interog8,v2.1
USR,20140402092201+1000,msn_core_hp2510_24p_1,pmon.netdev
SNO,20140402092201+1000,msn_core_hp2510_24p_1,CN128FW0LT
IPA,20140402092201+1000,msn_core_hp2510_24p_1,10.38.2.252
MOD,20140402092201+1000,msn_core_hp2510_24p_1,ProCurveJ9019BSwitch2510B-24
