###,Interog8,v2.1
USR,20140402092210+1000,nla_core_hp4202_48p_1,pmon.netdev
SNO,20140402092210+1000,nla_core_hp4202_48p_1,SG619VE00B
IPA,20140402092210+1000,nla_core_hp4202_48p_1,10.25.1.252
MOD,20140402092210+1000,nla_core_hp4202_48p_1,ProCurveJ8771ASwitch4202vl-48G
