###,Interog8,v2.1
USR,20140402092203+1000,mtg_data_c1131_wap_2,pmon.netdev
SNO,20140402092203+1000,mtg_data_c1131_wap_2,FHK1105C0RU
IPA,20140402092203+1000,mtg_data_c1131_wap_2,10.5.1.238
MOD,20140402092203+1000,mtg_data_c1131_wap_2,CiscoAironet1130Series(IEEE802.11a/g)AccessPoint
