###,Interog8,v2.1
USR,20140402092125+1000,gab_data_c1130_wap_3,pmon.netdev
SNO,20140402092125+1000,gab_data_c1130_wap_3,FOC11464NR3
IPA,20140402092125+1000,gab_data_c1130_wap_3,10.34.1.237
MOD,20140402092125+1000,gab_data_c1130_wap_3,CiscoAironet1130Series(IEEE802.11a/g)AccessPoint
