###,Interog8,v2.1
USR,20140402092126+1000,gab_data_hp2510_24p_y,pmon.netdev
SNO,20140402092126+1000,gab_data_hp2510_24p_y,CN130FW1V8
IPA,20140402092126+1000,gab_data_hp2510_24p_y,10.34.1.245
MOD,20140402092126+1000,gab_data_hp2510_24p_y,ProCurveJ9019BSwitch2510B-24
