###,Interog8,v2.1
USR,20140402092006+1000,btd_data_c1131_2,pmon.netdev
SNO,20140402092006+1000,btd_data_c1131_2,FGL1547V07Q
IPA,20140402092006+1000,btd_data_c1131_2,10.50.1.238
MOD,20140402092006+1000,btd_data_c1131_2,CiscoAironet1130Series(IEEE802.11a/g)AccessPoint
