###,Interog8,v2.1
USR,20140402091946+1000,bur_data_c1131_wap_5,pmon.netdev
SNO,20140402091946+1000,bur_data_c1131_wap_5,FGL1549V0FK
IPA,20140402091946+1000,bur_data_c1131_wap_5,10.2.1.235
MOD,20140402091946+1000,bur_data_c1131_wap_5,CiscoAironet1130Series(IEEE802.11a/g)AccessPoint
