###,Interog8,v2.1
USR,20140402092255+1000,pnka_data_hp2410_24p_2,pmon.netdev
SNO,20140402092255+1000,pnka_data_hp2410_24p_2,CN130FW0KR
IPA,20140402092255+1000,pnka_data_hp2410_24p_2,10.32.1.249
MOD,20140402092255+1000,pnka_data_hp2410_24p_2,ProCurveJ9019BSwitch2510B-24
