id,s_serialno,s_status,s_model,s_devicetype,t_date,s_location,s_costcentre,s_department,id,s_description,i_desctype,i_asset
20110205,B099648/006,Active,Intel DH55,PC,2011-05-03,Eagers Mitsubishi Newstead,803 Eagers Misubishi&Kia,Showroom,94323931,2013-02-27,13,20110205
20110203,B099648/004,Active,Intel DH55,PC,2011-05-03,Eagers Holden Newstead,836 Eagers Holden,Parts,94323930,2013-02-27,13,20110203
20110202,B099648/003,Active,Intel DH55,PC,2011-05-03,Eagers Holden Windsor,836 Eagers Holden,Showroom,94323929,2013-02-19,13,20110202
20110201,B099648/002,Active,Intel DH55,PC,2011-05-03,AUS Curraminidi,827 Austral S-coast,Admin,94323928,2013-02-27,13,20110201
20110200,B099648/001,Active,Intel DH55,PC,2011-05-03,Caloundra City Honda,837 Caloundra City Autos,Sales,94323927,2013-02-26,13,20110200
20110199,6A063044H,Active,PTSE1A-00K005,Notebook,2011-04-19,Eagers Mazda Newstead,833 Eagers Mazda,Sales,94323926,2013-02-27,13,20110199
20110198,6A063036H,Active,PTSE1A-00K005,Notebook,2011-04-19,Porsche Centre Brisbane Newstead,805 Austral Porsche,Showroom,94323925,2013-02-27,13,20110198
20110197,6A063069H,Active,PTSE1A-00K005,Notebook,2011-04-19,Eagers Mazda Newstead,833 Eagers Mazda,Sales,94323924,2013-02-26,13,20110197
20110196,6A063050H,Active,PTSE1A-00K005,Notebook,2011-04-19,Torque Honda North Lakes,821 Torque Honda,Showroom,94323923,2013-02-27,13,20110196
20110184,B099620/005,Active,Intel DH55,PC,2011-03-30,Corporate Office Fortitude Valley,APGP258B Corporate,Admin,94323922,2013-02-25,13,20110184
20110183,B099620/004,Active,Intel DH55,PC,2011-03-30,Austral PAG Fortitude Valley,806 Austral PAG,Sales,94323921,2013-02-26,13,20110183
20110182,B099620/003,Active,Intel DH55,PC,2011-03-30,Southside Toyota Woolloongabba,801 Southside Toyota,Parts,94323920,2013-02-27,13,20110182
20110181,B099620/002,Active,Intel DH55,PC,2011-03-30,Metro Parts Eagle Farm,808 Metro,Parts,94323919,2013-02-26,13,20110181
20110177,B099617/002,Active,Intel DH55,PC,2011-03-29,HVF Berrimah,815 AP Motor Group,Admin,94323918,2013-02-27,13,20110177
20110176,B099617/001,Active,Intel DH55,PC,2011-03-29,HVF Berrimah,815 AP Motor Group,Showroom,94323917,2013-02-27,13,20110176
20110165,6A063053H,Active,PTSE1A-00K005,Notebook,2011-03-24,Metro Ford Fortitude Valley,808 Metro,Showroom,94323916,2013-02-27,13,20110165
20110164,6A063064H,Active,PTSE1A-00K005,Notebook,2011-03-24,Eagers Holden Windsor,836 Eagers Holden,Sales,94323915,2013-02-27,13,20110164
20110163,6A063059H,Active,PTSE1A-00K005,Notebook,2011-03-24,Porsche Centre Brisbane Newstead,805 Austral Porsche,Showroom,94323914,2013-02-27,13,20110163
20110161,6A063037H,Active,PTSE1A-00K005,Notebook,2011-03-24,Southside Toyota Woolloongabba,801 Southside Toyota,Showroom,94323912,2013-02-27,13,20110161
20110160,6A063072H,Active,PTSE1A-00K005,Notebook,2011-03-24,Torque Toyota Brendale,809 Torque Toyota,Sales,94323911,2013-02-27,13,20110160
20110136,B099307/018,Active,Intel DH55,PC,2011-03-08,Austral Honda Newstead,807 Austral Honda-VW,Service,94323910,2013-02-27,13,20110136
20110134,B099307/016,Active,Intel DH55,PC,2011-03-08,Austral Honda Newstead,807 Austral Honda-VW,Service,94323909,2013-02-27,13,20110134
20110133,B099307/015,Active,Intel DH55,PC,2011-03-08,Metro Ford Fortitude Valley,808 Metro,Admin,94323908,2013-02-27,13,20110133
20110132,B099307/014,Active,Intel DH55,PC,2011-03-08,Southside Toyota Woolloongabba,801 Southside Toyota,Panel Shop,94323907,2013-02-27,13,20110132
20110131,B099307/013,Active,Intel DH55,PC,2011-03-08,Austral Honda Newstead,807 Austral Honda-VW,Showroom,94323906,2013-02-27,13,20110131
20110130,B099307/012,Active,Intel DH55,PC,2011-03-08,Austral PAG Fortitude Valley,806 Austral PAG,Showroom,94323905,2013-02-18,13,20110130
20110129,B099307/011,Active,Intel DH55,PC,2011-03-08,Torque Toyota North Lakes,809 Torque Toyota,Parts,94323904,2013-02-27,13,20110129
20110128,B099307/010,Active,Intel DH55,PC,2011-03-08,Torque Toyota North Lakes,809 Torque Toyota,Parts,94323903,2013-02-27,13,20110128
20110127,B099307/009,Active,Intel DH55,PC,2011-03-08,Torque Toyota North Lakes,809 Torque Toyota,Customer Relations,94323902,2013-02-26,13,20110127
20110126,B099307/008,Active,Intel DH55,PC,2011-03-08,Torque Toyota Pre-delivery,809 Torque Toyota,Parts,94323901,2013-02-27,13,20110126
20110125,B099307/007,Active,Intel DH55,PC,2011-03-08,Torque Subaru Brendale,804 CAG Subaru,Service,94323900,2013-02-27,13,20110125
20110124,B099307/006,Active,Intel DH55,PC,2011-03-08,Austral PAG Fortitude Valley,806 Austral PAG,Showroom,94323899,2013-02-25,13,20110124
20110123,B099307/005,Active,Intel DH55,PC,2011-03-08,Austral Honda Newstead,807 Austral Honda-VW,Showroom,94323898,2013-02-27,13,20110123
20110122,B099307/004,Active,Intel DH55,PC,2011-03-08,Austral Honda Newstead,807 Austral Honda-VW,Showroom,94323897,2013-02-27,13,20110122
20110120,B099307/002,Active,Intel DH55,PC,2011-03-08,Austral Honda Newstead,807 Austral Honda-VW,Sales,94323896,2013-02-22,13,20110120
20110119,B099307/001,Active,Intel DH55,PC,2011-03-08,Austral Honda Newstead,807 Austral Honda-VW,Sales,94323895,2013-02-27,13,20110119
20110116,6A062515H,Active,PTSE1A-00K005,Notebook,2011-02-25,Eagers Mazda Newstead,833 Eagers Mazda,Sales,94323894,2013-02-27,13,20110116
20110115,6A063046H,Active,PTSE1A-00K005,Notebook,2011-02-25,Austral Motors Newstead,807 Austral Honda-VW,Admin,94323893,2013-02-27,13,20110115
20110113,6A062503H,Active,PTSE1A-00K005,Notebook,2011-02-25,Torque Ford North Lakes,820 Torque Ford,Service,94323892,2013-02-18,13,20110113
20110112,6A063035H,Active,PTSE1A-00K005,Notebook,2011-02-25,Subaru Toowong,804 CAG Subaru,Showroom,94323891,2013-01-25,13,20110112
20110099,B099339/002,Active,Intel DH55,PC,2011-03-08,HVF Berrimah,815 AP Motor Group,Service,94323890,2013-02-26,13,20110099
20110098,B099339/001,Active,Intel DH55,PC,2011-03-08,Bridge Toyota Palmerston,814 Bridge Toyota Darwin,Service,94323889,2013-02-27,13,20110098
20110089,B099338/002,Active,Intel DH55,PC,2011-02-24,Metro Toowoomba Toowoomba,808 Metro,Parts,94323888,2013-02-27,13,20110089
20110088,B099338/001,Active,Intel DH55,PC,2011-02-24,PAG Fortitude Valley,806 Austral PAG,Showroom,94323887,2013-02-19,13,20110088
20110080,7A064983H,Active,PTSE1A-00K005,Notebook,2011-02-24,Austral VW Newstead,807 Austral Honda-VW,Showroom,94323886,2013-02-27,13,20110080
20110078,6A062510H,Active,PTSE1A-00K005,Notebook,2011-02-24,Southside Toyota Woolloongabba,801 Southside Toyota,Parts,94323885,2013-02-26,13,20110078
20110077,6A062500H,Active,PTSE1A-00K005,Notebook,2011-02-24,Subaru City Newstead,804 CAG Subaru,Showroom,94323884,2013-02-27,13,20110077
20110076,7A064993H,Active,PTSE1A-00K005,Notebook,2011-02-24,IT Pinkenba,IT,IT,94323883,2013-02-27,13,20110076
20110075,7A065139H,Active,PTSE1A-00K005,Notebook,2011-02-24,IT Pinkenba,IT,IT,94323882,2013-02-26,13,20110075
20110074,7A064990H,Active,PTSE1A-00K005,Notebook,2011-02-24,Eagers Holden Windsor,836 Eagers Holden,Sales,94323881,2013-02-15,13,20110074
20110073,7A065131H,Active,PTSE1A-00K005,Notebook,2011-02-24,IT Pinkenba,IT,IT,94323880,2013-02-27,13,20110073
20110071,B099091/018,Active,Intel DH55,PC,2011-02-03,Austral Honda Newstead,807 Austral Honda-VW,Sales,94323879,2013-02-27,13,20110071
20110069,B099091/016,Active,Intel DH55,PC,2011-02-03,Torque Ford North Lakes,820 Torque Ford,Sales,94323878,2013-02-27,13,20110069
20110068,B099091/015,Active,Intel DH55,PC,2011-02-03,BMA Pinkenba,810 Brisbane Motor Auction,Showroom,94323877,2013-02-19,13,20110068
20110067,B099091/014,Active,Intel DH55,PC,2011-02-03,BMA Pinkenba,810 Brisbane Motor Auction,Sales,94323876,2013-02-25,13,20110067
20110066,B099091/013,Active,Intel DH55,PC,2011-02-03,Southside Toyota Woolloongabba,801 Southside Toyota,Service,94323875,2013-02-27,13,20110066
20110065,B099091/012,Active,Intel DH55,PC,2011-02-03,Torque Honda North Lakes,821 Torque Honda,Customer Relations,94323874,2013-02-27,13,20110065
20110064,B099091/011,Active,Intel DH55,PC,2011-02-03,Torque Honda North Lakes,821 Torque Honda,Parts,94323873,2013-02-27,13,20110064
20110063,B099091/010,Active,Intel DH55,PC,2011-02-03,Torque Toyota Brendale,809 Torque Toyota,Service,94323872,2013-02-27,13,20110063
20110062,B099091/009,Active,Intel DH55,PC,2011-02-03,Metro Ford Fortitude Valley,808 Metro,Admin,94323871,2013-02-27,13,20110062
20110061,B099091/008,Active,Intel DH55,PC,2011-02-03,Austral VW Newstead,807 Austral Honda-VW,Sales,94323870,2013-02-20,13,20110061
20110060,B099091/007,Active,Intel DH55,PC,2011-02-03,Metro Ford Fortitude Valley,808 Metro,Admin,94323869,2013-02-27,13,20110060
20110059,B099091/006,Active,Intel DH55,PC,2011-02-03,Southside Toyota Woolloongabba,801 Southside Toyota,Service,94323868,2013-02-27,13,20110059
20110057,B099091/004,Active,Intel DH55,PC,2011-02-03,Metro Ford Fortitude Valley,808 Metro,Parts,94323867,2013-02-27,13,20110057
20110056,B099091/003,Active,Intel DH55,PC,2011-02-03,Eagers Mitsubishi Newstead,803 Eagers Misubishi&Kia,Showroom,94323866,2013-02-27,13,20110056
20110055,B099091/002,Active,Intel DH55,PC,2011-02-03,Corporate Payroll,APPP258B Payroll,Admin,94323865,2013-02-27,13,20110055
20110039,B098957/009,Active,Intel DH55,PC,2011-02-02,Torque Ford Strathpine,820 Torque Ford,Showroom,94323864,2013-02-18,13,20110039
20110038,B098957/008,Active,Intel DH55,PC,2011-02-02,Southside Toyota Woolloongabba,801 Southside Toyota,Service,94323863,2013-02-27,13,20110038
20110037,B098957/007,Active,Intel DH55,PC,2011-02-02,Metro Ford Fortitude Valley,808 Metro,Showroom,94323862,2013-02-22,13,20110037
20110036,B098957/006,Active,Intel DH55,PC,2011-02-02,Eagers Holden Newstead,836 Eagers Holden,Parts,94323861,2013-02-26,13,20110036
20110035,B098957/005,Active,Intel DH55,PC,2011-02-02,Torque Honda North Lakes,821 Torque Honda,Showroom,94323860,2013-02-27,13,20110035
20110034,B098957/004,Active,Intel DH55,PC,2011-02-02,Caloundra City Honda,837 Caloundra City Autos,Parts,94323859,2013-02-27,13,20110034
20110033,B098957/003,Active,Intel DH55,PC,2011-02-02,Torque Ford Strathpine,820 Torque Ford,Parts,94323858,2013-02-27,13,20110033
20110032,B098957/002,Active,Intel DH55,PC,2011-02-02,Torque Ford Admin,820 Torque Ford,Admin,94323857,2013-02-27,13,20110032
20110031,B098957/001,Active,Intel DH55,PC,2011-02-02,Torque Toyota North Lakes,809 Torque Toyota,Admin,94323856,2013-02-26,13,20110031
20110030,B099091/001,Active,Intel DH55,PC,2011-02-03,Southside Toyota Mt Gravatt,801 Southside Toyota,Showroom,94323855,2013-02-27,13,20110030
20110029,7A065125H,Active,PTSE1A-00K005,Notebook,2011-01-25,Torque Honda North Lakes,821 Torque Honda,Service,94323854,2013-02-27,13,20110029
20110028,7A064991H,Active,PTSE1A-00K005,Notebook,2011-01-25,Torque Ford North Lakes,820 Torque Ford,Service,94323853,2013-02-25,13,20110028
20110027,7A065130H,Active,PTSE1A-00K005,Notebook,2011-01-25,Torque Honda North Lakes,821 Torque Honda,Service,94323852,2013-02-27,13,20110027
20110025,7A063137H,Active,PTSE1A-00K005,Notebook,2011-01-25,Southside Toyota Mt Gravatt,801 Southside Toyota,Showroom,94323851,2013-02-27,13,20110025
20110024,7A063130H,Active,PTSE1A-00K005,Notebook,2011-01-25,Southside Toyota Mt Gravatt,801 Southside Toyota,Showroom,94323850,2013-02-27,13,20110024
20110023,B098851/010,Active,Intel DH55,PC,2011-01-06,Austral VW Newstead,807 Austral Honda-VW,Showroom,94323849,2013-02-26,13,20110023
20110022,B098851/009,Active,Intel DH55,PC,2011-01-06,Subaru City Newstead,804 CAG Subaru,Service,94323848,2013-02-27,13,20110022
20110021,B098851/008,Active,Intel DH55,PC,2011-01-06,Southside Toyota Woolloongabba,801 Southside Toyota,Service,94323847,2013-02-27,13,20110021
20110020,B098851/007,Active,Intel DH55,PC,2011-01-06,IT Pinkenba,IT,IT,94323846,2013-02-27,13,20110020
20110019,B098851/006,Active,Intel DH55,PC,2011-01-06,Torque Ford Strathpine,820 Torque Ford,Sales,94323845,2013-02-25,13,20110019
20110018,B098851/005,Active,Intel DH55,PC,2011-01-06,Austral VW Newstead,807 Austral Honda-VW,Service,94323844,2013-02-26,13,20110018
20110017,B098851/004,Active,Intel DH55,PC,2011-01-06,Austral PAG Fortitude Valley,806 Austral PAG,Showroom,94323843,2013-02-27,13,20110017
20110016,B098851/003,Active,Intel DH55,PC,2011-01-06,Torque Ford North Lakes,820 Torque Ford,Pre Delivery,94323842,2013-02-27,13,20110016
20110014,B098851/001,Active,Intel DH55,PC,2011-01-06,Torque Ford Strathpine,820 Torque Ford,Sales,94323840,2013-02-27,13,20110014
20110013,B098844/010,Active,Intel DH55,PC,2011-01-05,Corporate Payroll,APPP258B Payroll,Admin,94323839,2013-02-26,13,20110013
20110012,B098844/009,Active,Intel DH55,PC,2011-01-05,Torque Ford North Lakes,820 Torque Ford,Showroom,94323838,2013-01-30,13,20110012
20110011,B098844/008,Active,Intel DH55,PC,2011-01-05,Eagers Kia Kedron,803 Eagers Misubishi&Kia,Admin,94323837,2013-02-27,13,20110011
20110010,B098844/007,Active,Intel DH55,PC,2011-01-05,Southside Toyota Woolloongabba,801 Southside Toyota,Showroom,94323836,2013-02-27,13,20110010
20110009,B098844/006,Active,Intel DH55,PC,2011-01-05,HVF Berrimah,815 AP Motor Group,Showroom,94323835,2013-02-26,13,20110009
20110008,B098844/005,Active,Intel DH55,PC,2011-01-05,Bridge Toyota Palmerston,814 Bridge Toyota Darwin,Service,94323834,2013-02-27,13,20110008
20110007,B098844/004,Active,Intel DH55,PC,2011-01-05,Torque Toyota Brendale,809 Torque Toyota,Service,94323833,2013-02-27,13,20110007
20110006,B098844/003,Active,Intel DH55,PC,2011-01-05,Torque Toyota North Lakes,809 Torque Toyota,Service,94323832,2013-02-27,13,20110006
20110005,B098844/002,Active,Intel DH55,PC,2011-01-05,Austral Honda Newstead,807 Austral Honda-VW,Showroom,94323831,2013-02-27,13,20110005
20110004,B098844/001,Active,Intel DH55,PC,2011-01-05,PAG Fortitude Valley,806 Austral PAG,Admin,94323830,2013-02-25,13,20110004
20100319,7A063715H,Active,PTSE1A-00K005,Notebook,2010-12-20,Eagers Holden Windsor,836 Eagers Holden,Showroom,94323829,2013-02-27,13,20100319
20100317,7A063136H,Active,PTSE1A-00K005,Notebook,2010-12-20,Southside Toyota Mt Gravatt,801 Southside Toyota,Showroom,94323828,2013-02-27,13,20100317
20100316,7A063702H,Active,PTSE1A-00K005,Notebook,2010-12-20,Torque Ford North Lakes,820 Torque Ford,Service,94323827,2013-01-14,13,20100316
20100315,5A111931H,Active,PTSE1A-00K005,Notebook,2010-12-20,Austral VW Newstead,807 Austral Honda-VW,Showroom,94323826,2013-02-27,13,20100315
20100314,7A063717H,Active,PTSE1A-00K005,Notebook,2010-12-20,Eagers Kia Kedron,803 Eagers Misubishi&Kia,Showroom,94323825,2013-02-23,13,20100314
20100313,7A063135H,Active,PTSE1A-00K005,Notebook,2010-12-20,Torque Subaru Brendale,804 CAG Subaru,Showroom,94323824,2013-02-27,13,20100313
20100312,7A063719H,Active,PTSE1A-00K005,Notebook,2010-12-20,Subaru City Newstead,804 CAG Subaru,Sales,94323823,2013-02-15,13,20100312
20100311,8A062971H,Active,PTSE1A-00K005,Notebook,2010-12-20,Metro Ford Fortitude Valley,808 Metro,Showroom,94323822,2013-02-26,13,20100311
20100291,B098598/009,Active,Intel DH55,PC,2010-11-26,Subaru Toowong,804 CAG Subaru,Service,94323820,2013-02-27,13,20100291
20100290,B098598/008,Active,Intel DH55,PC,2010-11-26,Southside Honda Buranda,802 Southside Honda,Service,94323819,2013-02-27,13,20100290
20100289,B098598/007,Active,Intel DH55,PC,2010-11-26,Caloundra City Holden,837 Caloundra City Autos,Admin,94323818,2013-02-27,13,20100289
20100288,B098598/006,Active,Intel DH55,PC,2010-11-26,Metro Parts Eagle Farm,808 Metro,Parts,94323817,2013-02-27,13,20100288
20100287,B098598/005,Active,Intel DH55,PC,2010-11-26,IT Pinkenba,IT,IT,94323816,2013-02-26,13,20100287
20100286,B098598/004,Active,Intel DH55,PC,2010-11-26,Caloundra City Holden,837 Caloundra City Autos,Sales,94323815,2013-01-29,13,20100286
20100285,B098598/003,Active,Intel DH55,PC,2010-11-26,Metro Ford Fortitude Valley,808 Metro,Showroom,94323814,2013-02-27,13,20100285
20100284,B098598/002,Active,Intel DH55,PC,2010-11-26,Southside Ford Woolloongabba,808 Metro,Service,94323813,2013-02-27,13,20100284
20100283,B098598/001,Active,Intel DH55,PC,2010-11-26,Subaru Toowong,804 CAG Subaru,Service,94323812,2013-02-27,13,20100283
20100281,B098601/005,Active,Intel DH55,PC,2010-11-23,HVF Berrimah,815 AP Motor Group,Parts,94323811,2013-02-27,13,20100281
20100280,B098601/004,Active,Intel DH55,PC,2010-11-23,HVF Berrimah,815 AP Motor Group,Sales,94323810,2013-02-27,13,20100280
20100279,B098601/003,Active,Intel DH55,PC,2010-11-23,HVF Berrimah,815 AP Motor Group,Service,94323809,2013-02-27,13,20100279
20100278,B098601/002,Active,Intel DH55,PC,2010-11-23,HVF Berrimah,815 AP Motor Group,Showroom,94323808,2013-02-16,13,20100278
20100277,B098601/001,Active,Intel DH55,PC,2010-11-23,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Showroom,94323807,2013-02-27,13,20100277
20100276,8A062835H,Active,PTSE1A-00K005,Notebook,2010-11-18,PAG Fortitude Valley,806 Austral PAG,Showroom,94323806,2013-02-27,13,20100276
20100270,8A062979H,Active,PTSE1A-00K005,Notebook,2010-11-18,PAG Fortitude Valley,806 Austral PAG,Showroom,94323805,2013-02-27,13,20100270
20100269,8A062963H,Active,PTSE1A-00K005,Notebook,2010-11-18,PAG Fortitude Valley,806 Austral PAG,Showroom,94323804,2013-02-26,13,20100269
20100268,7A063750H,Active,PTSE1A-00K005,Notebook,2010-11-18,Eagers Holden Windsor,836 Eagers Holden,Showroom,94323803,2013-02-27,13,20100268
20100267,7A062796H,Active,PTSE1A-00K005,Notebook,2010-11-18,Austral Honda Newstead,807 Austral Honda-VW,Sales,94323802,2013-02-27,13,20100267
20100266,7A062787H,Active,PTSE1A-00K005,Notebook,2010-11-18,Austral VW Newstead,807 Austral Honda-VW,Showroom,94323801,2013-02-27,13,20100266
20100255,B098499/010,Active,Intel DH55,PC,2010-11-08,Southside Toyota Mt Gravatt,801 Southside Toyota,Showroom,94323800,2013-02-26,13,20100255
20100254,B098499/009,Active,Intel DH55,PC,2010-11-08,Eagers Mitsubishi Newstead,803 Eagers Misubishi&Kia,Sales,94323799,2013-02-27,13,20100254
20100253,B098499/008,Active,Intel DH55,PC,2010-11-08,Austral PAG Fortitude Valley,806 Austral PAG,Showroom,94323798,2013-02-26,13,20100253
20100252,B098499/007,Active,Intel DH55,PC,2010-11-08,Eagers Mitsubishi Newstead,803 Eagers Misubishi&Kia,Showroom,94323797,2013-02-27,13,20100252
20100251,B098499/006,Active,Intel DH55,PC,2010-11-08,Eagers Holden Newstead,836 Eagers Holden,Service,94323796,2013-02-27,13,20100251
20100250,B098499/005,Active,Intel DH55,PC,2010-11-08,Southside Toyota Woolloongabba,801 Southside Toyota,Sales,94323795,2013-02-27,13,20100250
20100249,B098499/004,Active,Intel DH55,PC,2010-11-08,Metro Ford Fortitude Valley,808 Metro,Service,94323794,2013-02-27,13,20100249
20100248,B098499/003,Active,Intel DH55,PC,2010-11-08,Eagers Holden Windsor,836 Eagers Holden,Showroom,94323793,2013-02-27,13,20100248
20100247,B098499/002,Active,Intel DH55,PC,2010-11-08,AUS Curraminidi,827 Austral S-coast,Showroom,94323792,2013-02-27,13,20100247
20100245,7A062426H,Active,PTSE1A-00K005,Notebook,2010-11-05,Subaru City Newstead,804 CAG Subaru,Showroom,94323791,2013-02-25,13,20100245
20100242,7A062788H,Active,PTSE1A-00K005,Notebook,2010-11-05,Metro Ford Fortitude Valley,808 Metro,Admin,94323790,2013-02-15,13,20100242
20100240,7A062783H,Active,PTSE1A-00K005,Notebook,2010-11-05,Eagers Holden Windsor,836 Eagers Holden,Showroom,94323789,2013-02-27,13,20100240
20100239,7A063746H,Active,PTSE1A-00K005,Notebook,2010-11-05,Caloundra City Holden,837 Caloundra City Autos,Sales,94323788,2013-02-27,13,20100239
20100238,8A063023H,Active,PTSE1A-00K005,Notebook,2010-11-05,AUS Curraminidi,827 Austral S-coast,Showroom,94323787,2013-02-27,13,20100238
20100237,8A062829H,Active,PTSE1A-00K005,Notebook,2010-11-05,Metro Parts Eagle Farm,808 Metro,Parts,94323786,2013-02-27,13,20100237
20100236,8A063039H,Active,PTSE1A-00K005,Notebook,2010-11-05,Southside Toyota Woolloongabba,801 Southside Toyota,Showroom,94323785,2013-02-27,13,20100236
20100230,B098370/010,Active,Intel DH55,PC,2010-10-25,BMA Pinkenba,810 Brisbane Motor Auction,Discount Cars,94323784,2013-02-26,13,20100230
20100229,B098370/009,Active,Intel DH55,PC,2010-10-25,BMA Pinkenba,810 Brisbane Motor Auction,Showroom,94323783,2013-02-01,13,20100229
20100228,B098370/008,Active,Intel DH55,PC,2010-10-25,BMA Pinkenba,810 Brisbane Motor Auction,Showroom,94323782,2013-02-27,13,20100228
20100227,B098370/007,Active,Intel DH55,PC,2010-10-25,Metro Parts Eagle Farm,808 Metro,Parts,94323781,2013-02-27,13,20100227
20100225,B098370/005,Active,Intel DH55,PC,2010-10-25,Southside Honda Woolloongabba,802 Southside Honda,Sales,94323780,2013-02-27,13,20100225
20100224,B098370/004,Active,Intel DH55,PC,2010-10-25,Eagers Holden Newstead,836 Eagers Holden,Parts,94323779,2013-02-25,13,20100224
20100223,B098370/003,Active,Intel DH55,PC,2010-10-25,BMA Pinkenba,810 Brisbane Motor Auction,Sales,94323778,2013-02-27,13,20100223
20100222,B098370/002,Active,Intel DH55,PC,2010-10-25,Caloundra City Honda,837 Caloundra City Autos,Admin,94323777,2013-02-26,13,20100222
20100220,B098343/007,Active,Intel DH55,PC,2010-10-21,HVF Berrimah,815 AP Motor Group,Service,94323776,2013-02-27,13,20100220
20100217,B098343/004,Active,Intel DH55,PC,2010-10-21,HVF Berrimah,815 AP Motor Group,Service,94323775,2013-02-27,13,20100217
20100216,B098343/003,Active,Intel DH55,PC,2010-10-21,HVF Berrimah,815 AP Motor Group,Service,94323774,2013-02-27,13,20100216
20100215,B098343/002,Active,Intel DH55,PC,2010-10-21,HVF Berrimah,815 AP Motor Group,Parts,94323773,2013-02-26,13,20100215
20100214,B098343/001,Active,Intel DH55,PC,2010-10-21,HVF Berrimah,815 AP Motor Group,Parts,94323772,2013-02-27,13,20100214
20100213,8A063027H,Active,PTSE1A-00K005,Notebook,2010-10-20,Torque Ford North Lakes,820 Torque Ford,Service,94323771,2013-02-27,13,20100213
20100212,8A063035H,Active,PTSE1A-00K005,Notebook,2010-10-20,Eagers Holden Windsor,836 Eagers Holden,Customer Relations,94323770,2013-02-27,13,20100212
20100211,8A063025H,Active,PTSE1A-00K005,Notebook,2010-10-20,Torque Toyota North Lakes,809 Torque Toyota,Service,94323769,2013-02-27,13,20100211
20100210,8A062833H,Active,PTSE1A-00K005,Notebook,2010-10-20,Torque Ford North Lakes,820 Torque Ford,Sales,94323768,2013-02-27,13,20100210
20100209,8A063022H,Active,PTSE1A-00K005,Notebook,2010-10-20,Porsche Centre Brisbane Newstead,805 Austral Porsche,Showroom,94323767,2013-02-25,13,20100209
20100207,8A063028H,Active,PTSE1A-00K005,Notebook,2010-10-20,Porsche Centre Brisbane Newstead,805 Austral Porsche,Showroom,94323766,2013-02-27,13,20100207
20100201,7A059892H,Active,PTSE1A-00K005,Notebook,2010-10-15,HVF Berrimah,815 AP Motor Group,Sales,94323765,2013-02-27,13,20100201
20100162,B098034/002,Active,Intel DH55,PC,2010-09-21,Eagers Mazda Newstead,833 Eagers Mazda,Showroom,94323764,2013-02-27,13,20100162
20100159,7A064372H,Active,PTSE1A-00K005,Notebook,2010-09-15,Subaru Toowong,804 CAG Subaru,Sales,94323763,2013-02-27,13,20100159
20100157,7A063773H,Active,PTSE1A-00K005,Notebook,2010-09-15,PAG Fortitude Valley,806 Austral PAG,Showroom,94323762,2013-02-27,13,20100157
20100156,7A063777H,Active,PTSE1A-00K005,Notebook,2010-09-15,Porsche Centre Brisbane Newstead,805 Austral Porsche,Sales,94323761,2013-02-27,13,20100156
20100155,7A063763H,Active,PTSE1A-00K005,Notebook,2010-09-15,Metro Ford Fortitude Valley,808 Metro,Sales,94323760,2013-02-14,13,20100155
20100154,7A063764H,Active,PTSE1A-00K005,Notebook,2010-09-15,Subaru City Newstead,804 CAG Subaru,Admin,94323759,2013-02-27,13,20100154
20100114,7A063776H,Active,PTSE1A-00K005,Notebook,2010-08-26,Austral VW Newstead,807 Austral Honda-VW,Showroom,94323758,2013-02-27,13,20100114
20100113,7A063780H,Active,PTSE1A-00K005,Notebook,2010-08-26,Austral PAG Fortitude Valley,806 Austral PAG,Service,94323757,2013-02-22,13,20100113
20100112,5A111939H,Active,PTSE1A-00K005,Notebook,2010-08-26,Southside Toyota Woolloongabba,801 Southside Toyota,Parts,94323756,2013-02-27,13,20100112
20100111,5A111739H,Active,PTSE1A-00K005,Notebook,2010-08-26,Austral VW Newstead,807 Austral Honda-VW,Sales,94323755,2013-02-27,13,20100111
20100109,5A111937H,Active,PTSE1A-00K005,Notebook,2010-08-26,Torque Toyota Brendale,809 Torque Toyota,Sales,94323754,2013-02-27,13,20100109
20100090,5A111035H,Active,PTSE1A-00K005,Notebook,2010-08-10,Panel Shop Brendale,809 Torque Toyota,Service,94323753,2013-02-27,13,20100090
20100089,5A112244H,Active,PTSE1A-00K005,Notebook,2010-08-10,Torque Toyota North Lakes,809 Torque Toyota,Showroom,94323752,2013-02-26,13,20100089
20100087,5A112253H,Active,PTSE1A-00K005,Notebook,2010-08-10,Southside Toyota Mt Gravatt,801 Southside Toyota,Sales,94323751,2013-02-27,13,20100087
20100086,5A112257H,Active,PTSE1A-00K005,Notebook,2010-08-10,Southside Toyota Woolloongabba,801 Southside Toyota,Service,94323750,2013-02-27,13,20100086
20100085,5A112252H,Active,PTSE1A-00K005,Notebook,2010-08-10,Porsche Centre Brisbane Newstead,805 Austral Porsche,Showroom,94323749,2013-02-27,13,20100085
20100082,5A112254H,Active,PTSE1A-00K005,Notebook,2010-08-10,Torque Ford Strathpine,820 Torque Ford,Admin,94323748,2013-02-27,13,20100082
20100078,5A111936H,Active,PTSE1A-00K005,Notebook,2010-08-03,Torque Honda North Lakes,821 Torque Honda,Showroom,94323747,2013-02-27,13,20100078
20100077,5A111728H,Active,PTSE1A-00K005,Notebook,2010-08-03,Torque Honda North Lakes,821 Torque Honda,Sales,94323746,2013-02-27,13,20100077
